6.20E-06,3.34E-06,8.58E-06,1.76E-05,1.53E-05,9.54E-06,7.63E-06,5.72E-06,4.29E-06,7.63E-06,5.25E-06,5.25E-06,0.00221445,0.00357057
90,90.19999695,90.19999695,90.39998627,90.59998322,90.79998779,90.99998474,91.19998169,91.39998627,91.59999084,91.79997253,91.79998779,91.99998474,92.19997406
